canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
postman-newman-automation,task-folder/agents/skills/postman/postman-newman-automation,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
postman-openapi-converter,task-folder/agents/skills/postman/postman-openapi-converter,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
elon-musk,task-folder/agents/skills/elon-musk,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
devrel-content,task-folder/agents/skills/devrel-content,canonical_retained_source,none,content-and-documentation,copywriting,unassigned,pending,pending,unprocessed_in_phase08,pending
code-showcase-react-ui-patterns,task-folder/agents/skills/code/code-showcase-react-ui-patterns,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-to-wordpress-converter,task-folder/agents/skills/code/codebase-to-wordpress-converter,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-cleanup-tech-debt,task-folder/agents/skills/code/codebase-cleanup-tech-debt,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
code-showcase-testing-patterns,task-folder/agents/skills/code/code-showcase-testing-patterns,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
code-showcase-systematic-debugging,task-folder/agents/skills/code/code-showcase-systematic-debugging,canonical_retained_source,none,quality-and-security,debugging,unassigned,pending,pending,unprocessed_in_phase08,pending
code-polish,task-folder/agents/skills/code/code-polish,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
code-refactoring-tech-debt,task-folder/agents/skills/code/code-refactoring-tech-debt,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-refactoring-refactor-clean,task-folder/agents/skills/code/code-refactoring-refactor-clean,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-refactoring-context-restore,task-folder/agents/skills/code/code-refactoring-context-restore,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-documentation,task-folder/agents/skills/code/code-documentation,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-design,task-folder/agents/skills/code/codebase-design,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
code-documentation-code-explain,task-folder/agents/skills/code/code-documentation-code-explain,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-cleanup-refactor-clean,task-folder/agents/skills/code/codebase-cleanup-refactor-clean,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-review-excellence,task-folder/agents/skills/code/code-review-excellence,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
code-review-and-quality,task-folder/agents/skills/code/code-review-and-quality,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-audit-pre-push,task-folder/agents/skills/code/codebase-audit-pre-push,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
codebase-cleanup-deps-audit,task-folder/agents/skills/code/codebase-cleanup-deps-audit,canonical_retained_source,none,quality-and-security,security,unassigned,pending,pending,unprocessed_in_phase08,pending
code-documentation-doc-generate,task-folder/agents/skills/code/code-documentation-doc-generate,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
code-reviewer,task-folder/agents/skills/code/code-reviewer,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
code-review-checklist,task-folder/agents/skills/code/code-review-checklist,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
code-simplification,task-folder/agents/skills/code/code-simplification,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-showcase-core-components,task-folder/agents/skills/code/code-showcase-core-components,canonical_retained_source,none,design-and-experience,design-systems,unassigned,pending,pending,unprocessed_in_phase08,pending
code-simplifier,task-folder/agents/skills/code/code-simplifier,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
code-review-ai-ai-review,task-folder/agents/skills/code/code-review-ai-ai-review,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
application-performance-performance-optimization,task-folder/agents/skills/application-performance-performance-optimization,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
exa-search,task-folder/agents/skills/exa-search,canonical_retained_source,none,data-and-ai,machine-learning,unassigned,pending,pending,unprocessed_in_phase08,pending
clerk-nextjs-patterns,task-folder/agents/skills/clerk-nextjs-patterns,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
explain-like-socrates,task-folder/agents/skills/explain-like-socrates,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
idea-refine,task-folder/agents/skills/ideation/idea-refine,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
idea-darwin,task-folder/agents/skills/ideation/idea-darwin,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
brainstorming2,task-folder/agents/skills/ideation/brainstorming2,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
idea-os,task-folder/agents/skills/ideation/idea-os,canonical_retained_source,none,business-and-operations,product-management,unassigned,pending,pending,unprocessed_in_phase08,pending
brainstorming,task-folder/agents/skills/ideation/brainstorming,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
idea-autopsy,task-folder/agents/skills/ideation/idea-autopsy,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
naming,task-folder/agents/skills/ideation/naming,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
playwright-java,task-folder/agents/skills/playwright-java,canonical_retained_source,none,quality-and-security,debugging,unassigned,pending,pending,unprocessed_in_phase08,pending
ci-cd-and-automation,task-folder/agents/skills/ci-cd-and-automation,canonical_retained_source,none,infrastructure-and-ops,ci-cd,unassigned,pending,pending,unprocessed_in_phase08,pending
openclaw-github-repo-commander,task-folder/agents/skills/openclaw-github-repo-commander,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
hyperexecute-skill,task-folder/agents/skills/hyperexecute-skill,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
typescript-pro,task-folder/agents/skills/typescript-pro,canonical_retained_source,none,development,systems,unassigned,pending,pending,unprocessed_in_phase08,pending
tavily-web,task-folder/agents/skills/tavily-web,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
webdriverio-skill,task-folder/agents/skills/webdriverio-skill,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
clean-code-guard,task-folder/agents/skills/clean-code-guard,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
event-store-design,task-folder/agents/skills/event-store-design,canonical_retained_source,none,development,systems,unassigned,pending,pending,unprocessed_in_phase08,pending
firecrawl-scraper,task-folder/agents/skills/firecrawl-scraper,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
php-pro,task-folder/agents/skills/php-pro,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
multi-agent-patterns,task-folder/agents/skills/agents/multi-agent-patterns,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
agent-self-scheduling,task-folder/agents/skills/agents/agent-self-scheduling,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
agentic-eval,task-folder/agents/skills/agents/agentic-eval,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
effective-agent-skills,task-folder/agents/skills/agents/agentic-eval/effective-agent-skills,canonical_retained_source,none,meta-and-agent-skills,skill-lifecycle,unassigned,pending,pending,unprocessed_in_phase08,pending
memory-systems,task-folder/agents/skills/agents/memory-systems,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
agents-sdk,task-folder/agents/skills/agents/agents-sdk,canonical_retained_source,none,infrastructure-and-ops,server-management,unassigned,pending,pending,unprocessed_in_phase08,pending
agent-manager-skill,task-folder/agents/skills/agents/agent-manager-skill,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
conductor-validator,task-folder/agents/skills/agents/conductor-validator,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
conductor-manage,task-folder/agents/skills/agents/conductor-manage,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
agents-v2-py,task-folder/agents/skills/agents/agents-v2-py,canonical_retained_source,none,infrastructure-and-ops,containers-and-orchestration,unassigned,pending,pending,unprocessed_in_phase08,pending
acceptance-orchestrator,task-folder/agents/skills/agents/acceptance-orchestrator,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
