source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/documentation/documentation-generation-doc-generate,documentation-generation-doc-generate,content-and-documentation,technical-writing,56,2227,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/documentation/documentation-and-adrs,documentation-and-adrs,content-and-documentation,technical-writing,291,9385,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/macos-screen-recorder,macos-screen-recorder,development,fullstack,67,2918,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/privacy-mask,privacy-mask,development,backend,96,4477,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/asset-audit,asset-audit,marketing-and-seo,on-page-seo,405,15841,screened_candidate,lines=405; modes=7,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for asset-audit with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/helpdesk-automation,helpdesk-automation,development,fullstack,175,6307,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/earllm-build,earllm-build,data-and-ai,llm-and-rag,196,8239,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/riffkit,riffkit,marketing-and-seo,content-and-campaigns,122,6679,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/folder-specific-claude-and-agents-md,folder-specific-agent-context,development,fullstack,96,6034,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/pi-custom-model,pi-custom-model,development,fullstack,68,4154,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/search-specialist,search-specialist,development,fullstack,83,2548,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/cold-email,cold-email,marketing-and-seo,on-page-seo,171,7411,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database-optimizer,database-optimizer,development,backend,168,10365,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database-cloud-optimization-cost-optimize,database-cloud-optimization-cost-optimize,marketing-and-seo,cro,52,2234,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database,database,development,backend,217,4740,screened_candidate,modes=7,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for database with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/databases/database-design,database-design,development,backend,62,1960,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/dbt-transformation-patterns,dbt-transformation-patterns,quality-and-security,testing,42,1621,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database-admin,database-admin,development,backend,166,10071,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database-architect,database-architect,development,backend,268,17332,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/databases/database-migration,database-migration,marketing-and-seo,technical-seo,444,11388,screened_candidate,lines=444,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for database-migration with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/databases/database-migrations-migration-observability,database-migrations-migration-observability,infrastructure-and-ops,observability,425,13565,screened_candidate,lines=425,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for database-migrations-migration-observability with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
